words,num,freq
kajsa,20497,1.67E-05
kakar,69981,5.70E-05
kalai,32282,2.63E-05
kalam,212453,0.000173186
kalan,72214,5.89E-05
kalas,46378,3.78E-05
kalat,21277,1.73E-05
kalau,86674,7.07E-05
kalaw,20689,1.69E-05
kalay,17150,1.40E-05
kalba,76525,6.24E-05
kalco,17425,1.42E-05
kaleb,83232,6.78E-05
kalee,23184,1.89E-05
kalei,17509,1.43E-05
kalem,17361,1.42E-05
kalen,49889,4.07E-05
kaleo,21047,1.72E-05
kaler,49460,4.03E-05
kales,26636,2.17E-05
kaleu,66588,5.43E-05
kalev,45175,3.68E-05
kaley,83944,6.84E-05
kalia,56243,4.58E-05
kalie,19887,1.62E-05
kalil,45725,3.73E-05
kalim,25412,2.07E-05
kalin,90600,7.39E-05
kalis,34525,2.81E-05
kalka,38537,3.14E-05
kalki,89535,7.30E-05
kalla,67006,5.46E-05
kalle,218189,0.000177862
kalli,22332,1.82E-05
kally,16999,1.39E-05
kalma,25968,2.12E-05
kalon,27759,2.26E-05
kaloo,42429,3.46E-05
kalos,80616,6.57E-05
kalpa,32933,2.68E-05
kalra,47867,3.90E-05
kalsi,13102,1.07E-05
kalte,17003,1.39E-05
kalua,19452,1.59E-05
kalus,13488,1.10E-05
kalye,21453,1.75E-05
kalyn,38701,3.15E-05
kalyx,17722,1.44E-05
kamae,31659,2.58E-05
kamal,561978,0.000458109
kaman,111593,9.10E-05
kamar,29142,2.38E-05
kamas,67455,5.50E-05
kamat,78766,6.42E-05
kamau,46740,3.81E-05
kamay,36044,2.94E-05
kamaz,25498,2.08E-05
kamba,49850,4.06E-05
kambe,16720,1.36E-05
kamei,51985,4.24E-05
kamel,162041,0.000132091
kamen,338093,0.000275604
kameo,263863,0.000215094
kamer,123365,0.000100564
kames,61731,5.03E-05
kamia,24840,2.02E-05
kamik,164880,0.000134406
kamil,170287,0.000138813
kamin,76727,6.25E-05
kamio,14343,1.17E-05
kamla,33836,2.76E-05
kamma,107087,8.73E-05
kammy,13279,1.08E-05
kamon,21146,1.72E-05
kamov,16241,1.32E-05
kampa,31420,2.56E-05
kampe,19290,1.57E-05
kampf,164836,0.00013437
kampo,28395,2.31E-05
kamps,57897,4.72E-05
kamsa,19773,1.61E-05
kamui,52801,4.30E-05
kamus,41092,3.35E-05
kamut,56491,4.60E-05
kanab,144940,0.000118151
kanai,85041,6.93E-05
kanak,48213,3.93E-05
kanal,160975,0.000131222
kanan,65990,5.38E-05
kanas,16695,1.36E-05
kanda,293675,0.000239396
kandi,296430,0.000241642
kando,22947,1.87E-05
kandu,27472,2.24E-05
kandy,299591,0.000244218
kanei,49583,4.04E-05
kaner,41639,3.39E-05
kanes,28951,2.36E-05
kanga,132553,0.000108054
kango,33351,2.72E-05
kanha,71309,5.81E-05
kania,37157,3.03E-05
kanin,26722,2.18E-05
kanis,24441,1.99E-05
kanji,1018304,0.000830094
kanka,12855,1.05E-05
kanki,14060,1.15E-05
kanko,13741,1.12E-05
kanna,66013,5.38E-05
kanne,17426,1.42E-05
kanno,98491,8.03E-05
kanon,194086,0.000158214
kanri,15402,1.26E-05
kansa,34485,2.81E-05
kansu,13655,1.11E-05
kanta,44899,3.66E-05
kante,27901,2.27E-05
kanth,13923,1.13E-05
kanti,38423,3.13E-05
kanto,153835,0.000125402
kantz,15798,1.29E-05
kanya,80944,6.60E-05
kanye,2336703,0.001904816
kanza,16526,1.35E-05
kanzi,16296,1.33E-05
kaoma,15755,1.28E-05
kaons,38492,3.14E-05
kaori,117001,9.54E-05
kaoru,194124,0.000158245
kaoss,13736,1.12E-05
kapaa,178547,0.000145547
kapag,19226,1.57E-05
kapas,17130,1.40E-05
kapda,13207,1.08E-05
kapeh,14491,1.18E-05
kaper,47739,3.89E-05
kapha,44574,3.63E-05
kapil,152310,0.000124159
kapit,19812,1.62E-05
kapla,15172,1.24E-05
kapok,170880,0.000139297
kapor,72595,5.92E-05
kapow,53849,4.39E-05
kappa,2793667,0.002277321
kappe,17248,1.41E-05
kapur,158659,0.000129334
kaput,75678,6.17E-05
kaqws,109567,8.93E-05
karaa,23572,1.92E-05
karaj,20106,1.64E-05
karak,42119,3.43E-05
karam,117032,9.54E-05
karan,744949,0.000607262
karas,292764,0.000238653
karat,995377,0.000811404
karbi,13583,1.11E-05
karbo,14687,1.20E-05
karch,94010,7.66E-05
kards,13248,1.08E-05
karel,567060,0.000462252
karem,25913,2.11E-05
karen,13067717,0.010652445
karet,31453,2.56E-05
karey,31544,2.57E-05
kargl,33848,2.76E-05
kargo,15519,1.27E-05
kargs,24382,1.99E-05
karhu,74562,6.08E-05
karie,48549,3.96E-05
karim,612686,0.000499445
karin,1209918,0.000986292
karis,51824,4.22E-05
karki,23493,1.92E-05
karla,700013,0.000570631
karle,34569,2.82E-05
karli,53572,4.37E-05
karln,14230,1.16E-05
karlo,37704,3.07E-05
karls,75496,6.15E-05
karly,37591,3.06E-05
karma,6862407,0.005594046
karmi,20691,1.69E-05
karna,63404,5.17E-05
karni,57586,4.69E-05
karno,20048,1.63E-05
karns,79709,6.50E-05
karny,14033,1.14E-05
karol,390229,0.000318104
karon,354389,0.000288888
karoo,430707,0.000351101
karpf,22966,1.87E-05
karra,18763,1.53E-05
karri,89929,7.33E-05
karry,35024,2.86E-05
karsh,67084,5.47E-05
karst,381676,0.000311132
karta,96769,7.89E-05
karte,394343,0.000321458
karts,562850,0.00045882
karty,49675,4.05E-05
karuk,20718,1.69E-05
karun,15541,1.27E-05
karup,68968,5.62E-05
karur,50902,4.15E-05
karve,17284,1.41E-05
karvy,15807,1.29E-05
karya,29168,2.38E-05
karyl,23518,1.92E-05
karyn,332467,0.000271018
karyo,20675,1.69E-05
kasaa,40579,3.31E-05
kasai,97459,7.94E-05
kasak,13607,1.11E-05
kasal,45226,3.69E-05
kasam,18254,1.49E-05
kasan,12997,1.06E-05
kasay,29629,2.42E-05
kasch,28972,2.36E-05
kasco,147483,0.000120224
kasei,82948,6.76E-05
kasem,61749,5.03E-05
kaser,35663,2.91E-05
kasey,572343,0.000466558
kasha,91777,7.48E-05
kashi,166616,0.000135821
kasia,176832,0.000144149
kasie,16151,1.32E-05
kasih,40190,3.28E-05
kasil,14024,1.14E-05
kasim,45813,3.73E-05
kaska,17949,1.46E-05
kaski,27227,2.22E-05
kasko,14586,1.19E-05
kaslo,74881,6.10E-05
kason,20826,1.70E-05
kaspi,17558,1.43E-05
kassa,48506,3.95E-05
kasse,82859,6.75E-05
kassi,20970,1.71E-05
kassy,13219,1.08E-05
kastl,13295,1.08E-05
kasun,13944,1.14E-05
kasza,15512,1.26E-05
katan,40110,3.27E-05
katar,21937,1.79E-05
katas,29296,2.39E-05
katch,20885,1.70E-05
katee,18912,1.54E-05
kater,66437,5.42E-05
kates,294410,0.000239995
katey,95224,7.76E-05
katha,143265,0.000116786
kathe,107204,8.74E-05
kathi,242731,0.000197868
kathu,22024,1.80E-05
kathy,6661457,0.005430237
katia,328961,0.00026816
katie,8878399,0.007237428
katif,81876,6.67E-05
katin,21250,1.73E-05
katja,527999,0.00043041
katka,24862,2.03E-05
katoa,20931,1.71E-05
katoh,60291,4.91E-05
katon,23038,1.88E-05
katoo,18413,1.50E-05
katra,28121,2.29E-05
katri,19327,1.58E-05
katso,13582,1.11E-05
katsu,56946,4.64E-05
katta,21120,1.72E-05
katti,17130,1.40E-05
katty,27976,2.28E-05
katun,28358,2.31E-05
katya,229532,0.000187108
katyn,24137,1.97E-05
katze,75934,6.19E-05
katzi,121520,9.91E-05
kauai,2544183,0.002073948
kaufe,14702,1.20E-05
kauff,12852,1.05E-05
kaula,13899,1.13E-05
kauno,14141,1.15E-05
kaupp,14324,1.17E-05
kauri,132059,0.000107651
kauth,17570,1.43E-05
kautz,77381,6.31E-05
kavan,50539,4.12E-05
kaveh,151452,0.00012346
kavik,14510,1.18E-05
kavli,25695,2.09E-05
kavos,33487,2.73E-05
kavya,16587,1.35E-05
kawai,328815,0.000268041
kawan,29823,2.43E-05
kawas,12909,1.05E-05
kawau,21640,1.76E-05
kaxaa,28123,2.29E-05
kayah,19755,1.61E-05
kayak,2628993,0.002143083
kayal,13075,1.07E-05
kayan,22249,1.81E-05
kayce,13837,1.13E-05
kayes,28124,2.29E-05
kayin,26774,2.18E-05
kayla,836578,0.000681955
kayle,33741,2.75E-05
kayli,13325,1.09E-05
kayna,61948,5.05E-05
kayne,109365,8.92E-05
kayte,13589,1.11E-05
kaywa,22710,1.85E-05
kazaa,4754592,0.003875813
kazak,82293,6.71E-05
kazan,474392,0.000386711
kazar,13769,1.12E-05
kazem,30570,2.49E-05
kazen,18050,1.47E-05
kazim,34333,2.80E-05
kazin,25996,2.12E-05
kazmi,19305,1.57E-05
kazon,17539,1.43E-05
kazoo,133068,0.000108473
kazue,18225,1.49E-05
kazuo,246430,0.000200883
kazza,171914,0.00014014
kbbug,19308,1.57E-05
kbear,17677,1.44E-05
kbfix,15277,1.25E-05
kbits,98588,8.04E-05
kboji,12722,1.04E-05
kbprb,19749,1.61E-05
kbqfe,15350,1.25E-05
kbsam,53072,4.33E-05
kbyte,389552,0.000317552
kcalc,24851,2.03E-05
kcals,15588,1.27E-05
kcmil,15628,1.27E-05
kcore,12884,1.05E-05
kcron,19161,1.56E-05
kcsos,16993,1.39E-05
kctcs,68264,5.56E-05
kdata,29967,2.44E-05
kdefx,13836,1.13E-05
kdesu,34934,2.85E-05
kdeui,91078,7.42E-05
kdict,17864,1.46E-05
kdisc,22726,1.85E-05
kdlly,27755,2.26E-05
kdmrc,14959,1.22E-05
kdump,18643,1.52E-05
keaau,43773,3.57E-05
keach,89115,7.26E-05
keady,53167,4.33E-05
kealy,37316,3.04E-05
keams,23489,1.91E-05
keane,1536978,0.001252902
keano,16458,1.34E-05
keanu,542137,0.000441935
keary,33689,2.75E-05
keast,59209,4.83E-05
keath,158670,0.000129343
keats,789512,0.000643589
keavy,13438,1.10E-05
keawe,14920,1.22E-05
keays,21835,1.78E-05
kebab,248067,0.000202217
kebbi,14065,1.15E-05
kebir,20027,1.63E-05
keble,75682,6.17E-05
kecci,13299,1.08E-05
kechi,21460,1.75E-05
kecia,14655,1.19E-05
kecil,36177,2.95E-05
kedah,156142,0.000127283
kedar,353028,0.000287779
keddy,41664,3.40E-05
kedem,31375,2.56E-05
kedge,13079,1.07E-05
kedit,35863,2.92E-05
kedua,17182,1.40E-05
keech,55450,4.52E-05
keedy,20651,1.68E-05
keefe,332545,0.000271082
keego,32465,2.65E-05
keehn,22589,1.84E-05
keela,19488,1.59E-05
keele,399997,0.000326067
keels,78676,6.41E-05
keely,185117,0.000150902
keena,48053,3.92E-05
keene,1446253,0.001178946
keens,20989,1.71E-05
keepe,77720,6.34E-05
keepn,53333,4.35E-05
keeps,13624468,0.011106294
keepy,32428,2.64E-05
keese,47237,3.85E-05
kefir,58635,4.78E-05
kefka,40176,3.28E-05
kegal,15923,1.30E-05
kegan,209536,0.000170808
kegel,242397,0.000197595
kehna,13829,1.13E-05
kehoe,305676,0.000249179
kehrt,18295,1.49E-05
keigo,19099,1.56E-05
keiji,79595,6.49E-05
keijo,16582,1.35E-05
keiki,81652,6.66E-05
keiko,354083,0.000288639
keila,24259,1.98E-05
keily,53376,4.35E-05
keine,973429,0.000793513
keira,540368,0.000440493
keita,100661,8.21E-05
keith,14391094,0.011731226
keitt,13935,1.14E-05
keizo,27605,2.25E-05
kekes,15624,1.27E-05
kekko,12929,1.05E-05
kekly,27795,2.27E-05
kekus,13761,1.12E-05
kelan,16992,1.39E-05
kelby,84484,6.89E-05
kelch,41602,3.39E-05
kelco,30400,2.48E-05
kelda,18638,1.52E-05
kelen,13234,1.08E-05
keler,13602,1.11E-05
kelis,476193,0.00038818
kelle,109647,8.94E-05
kellg,27773,2.26E-05
kellh,27781,2.26E-05
kelli,749921,0.000611315
kellj,27434,2.24E-05
kello,30852,2.51E-05
kells,251349,0.000204893
kellt,27923,2.28E-05
kellu,28906,2.36E-05
kelly,30510238,0.024871111
kelme,103039,8.40E-05
kelsh,18634,1.52E-05
kelsi,29729,2.42E-05
kelso,666877,0.00054362
kelsy,13826,1.13E-05
kelts,12951,1.06E-05
kelty,500637,0.000408106
kelyl,27902,2.27E-05
kemah,139698,0.000113878
kemal,219413,0.000178859
kemco,81233,6.62E-05
kemer,127887,0.00010425
kemet,128108,0.00010443
kemin,28571,2.33E-05
kemly,27305,2.23E-05
kempe,115935,9.45E-05
kempf,135270,0.000110268
kempo,81159,6.62E-05
kemps,183278,0.000149403
kempt,13870,1.13E-05
kenaf,46083,3.76E-05
kenai,738583,0.000602073
kenal,16406,1.34E-05
kenan,212552,0.000173267
kenaz,15429,1.26E-05
kenco,103600,8.45E-05
kenda,156555,0.000127619
kende,14201,1.16E-05
kendi,20093,1.64E-05
kendo,334180,0.000272414
kendy,13267,1.08E-05
kenen,13847,1.13E-05
kener,114988,9.37E-05
kengo,38892,3.17E-05
kenia,73013,5.95E-05
kenji,389871,0.000317812
kenko,267502,0.00021806
kenly,49150,4.01E-05
kenna,192576,0.000156983
kenne,70163,5.72E-05
kennt,40851,3.33E-05
kenny,6065528,0.004944452
kenos,18513,1.51E-05
kenpo,142938,0.000116519
kenra,19767,1.61E-05
kenro,31413,2.56E-05
kenta,39908,3.25E-05
kente,47041,3.83E-05
kento,13828,1.13E-05
kents,70570,5.75E-05
kenya,12839981,0.010466801
kenzi,19734,1.61E-05
kenzo,941126,0.00076718
keogh,314157,0.000256092
keoki,26580,2.17E-05
keola,26077,2.13E-05
keoly,27809,2.27E-05
keone,13758,1.12E-05
keong,43792,3.57E-05
keoni,14722,1.20E-05
keops,13630,1.11E-05
keota,49509,4.04E-05
keown,106985,8.72E-05
kepco,44510,3.63E-05
kepek,12714,1.04E-05
kepel,17822,1.45E-05
keply,27788,2.27E-05
kerbs,66370,5.41E-05
kerby,105854,8.63E-05
kerch,30711,2.50E-05
kerem,45641,3.72E-05
keren,172912,0.000140953
keres,32908,2.68E-05
kerik,81428,6.64E-05
kerim,35025,2.86E-05
kerin,50410,4.11E-05
kerio,302345,0.000246463
keris,32515,2.65E-05
kerja,60280,4.91E-05
kerle,25918,2.11E-05
kerma,65768,5.36E-05
kerna,37853,3.09E-05
kerne,35166,2.87E-05
kerns,197073,0.000160649
kerra,17189,1.40E-05
kerri,454701,0.00037066
kerrs,24123,1.97E-05
kerry,14514771,0.011832044
kersh,38021,3.10E-05
kerst,40562,3.31E-05
kerth,13736,1.12E-05
kesar,22533,1.84E-05
kesel,17510,1.43E-05
keser,12734,1.04E-05
kesey,92833,7.57E-05
kesha,19715,1.61E-05
keshi,21314,1.74E-05
keski,17840,1.45E-05
kesti,13327,1.09E-05
ketan,46815,3.82E-05
ketch,163062,0.000132924
ketek,36557,2.98E-05
ketel,23989,1.96E-05
keter,68272,5.57E-05
ketil,30847,2.51E-05
kette,75675,6.17E-05
ketty,20968,1.71E-05
ketut,24664,2.01E-05
keuka,77734,6.34E-05
keule,27140,2.21E-05
keuls,17310,1.41E-05
keune,15082,1.23E-05
keung,72925,5.94E-05
keuze,24468,1.99E-05
kevan,162223,0.00013224
keven,79748,6.50E-05
kever,23815,1.94E-05
kevil,18063,1.47E-05
kevin,24511652,0.019981228
kevon,19099,1.56E-05
kevyn,50788,4.14E-05
kexec,45081,3.67E-05
keybo,45752,3.73E-05
keyed,795167,0.000648198
keyer,93121,7.59E-05
keyes,891632,0.000726834
keyid,107148,8.73E-05
keyon,28714,2.34E-05
keyra,60470,4.93E-05
keyup,36930,3.01E-05
kezar,29518,2.41E-05
kezia,30877,2.52E-05
kfail,15798,1.29E-05
kfile,94393,7.69E-05
kfind,24860,2.03E-05
kflag,16794,1.37E-05
kflly,27346,2.23E-05
kfree,138167,0.00011263
kggle,12712,1.04E-05
kgoal,12801,1.04E-05
kgogo,13037,1.06E-05
kgole,12741,1.04E-05
kgool,12711,1.04E-05
khadi,46957,3.83E-05
khadr,39010,3.18E-05
khair,60901,4.96E-05
khaki,1481504,0.001207682
khali,40849,3.33E-05
khalq,32550,2.65E-05
khama,20709,1.69E-05
khana,37635,3.07E-05
khand,12798,1.04E-05
khang,53577,4.37E-05
khanh,99682,8.13E-05
khans,38869,3.17E-05
khaos,32584,2.66E-05
khara,24181,1.97E-05
khare,59054,4.81E-05
khari,21759,1.77E-05
khasi,32347,2.64E-05
khaya,17917,1.46E-05
khazn,17700,1.44E-05
kheda,18408,1.50E-05
kheng,27114,2.21E-05
khera,41755,3.40E-05
khint,13790,1.12E-05
khiri,41649,3.40E-05
khiva,34448,2.81E-05
khmer,911263,0.000742837
khoan,24343,1.98E-05
khoei,13919,1.13E-05
khoja,15416,1.26E-05
khoka,29881,2.44E-05
khola,27274,2.22E-05
khong,130401,0.000106299
khoon,40412,3.29E-05
khost,31309,2.55E-05
khris,16620,1.35E-05
khtml,373695,0.000304626
khuda,18378,1.50E-05
khufu,40013,3.26E-05
khums,23099,1.88E-05
khung,39918,3.25E-05
khuri,19500,1.59E-05
khush,15278,1.25E-05
khwai,15643,1.28E-05
khyam,20388,1.66E-05
kiama,134024,0.000109253
kiana,174533,0.000142275
kianb,22104,1.80E-05
kiang,67078,5.47E-05
kiani,18574,1.51E-05
kiara,141793,0.000115586
kiari,16863,1.37E-05
kibbe,33137,2.70E-05
kibby,26476,2.16E-05
kibri,14673,1.20E-05
kichi,24956,2.03E-05
kicks,3792491,0.003091535
kicky,13023,1.06E-05
kidan,28353,2.31E-05
kidco,116739,9.52E-05
kidde,169033,0.000137791
kiddo,136981,0.000111663
kidds,14053,1.15E-05
kiddy,286716,0.000233723
kidjo,34860,2.84E-05
kidou,13716,1.12E-05
kidtv,17755,1.45E-05
kiedy,13874,1.13E-05
kieff,15849,1.29E-05
kieft,21046,1.72E-05
kiehl,149147,0.000121581
kieli,50948,4.15E-05
kiely,203801,0.000166133
kiene,15382,1.25E-05
kiera,90339,7.36E-05
kieso,20227,1.65E-05
kieth,65675,5.35E-05
kiewa,26244,2.14E-05
kifer,47548,3.88E-05
kiger,52046,4.24E-05
kight,44422,3.62E-05
kihei,556144,0.000453353
kihuy,23620,1.93E-05
kiiro,19080,1.56E-05
kiker,25578,2.09E-05
kikka,67422,5.50E-05
kikos,22285,1.82E-05
kiksu,25786,2.10E-05
kikyo,46467,3.79E-05
kilar,19580,1.60E-05
kilby,126154,0.000102837
kilda,591731,0.000482363
kilde,25880,2.11E-05
kiley,380275,0.00030999
kilic,17117,1.40E-05
kilik,13016,1.06E-05
kilim,241699,0.000197026
kilka,16714,1.36E-05
killa,395862,0.000322696
kille,112163,9.14E-05
kills,6484339,0.005285856
killy,44642,3.64E-05
kilns,381759,0.000311199
kilos,355739,0.000289989
kilts,380643,0.00031029
kilty,27252,2.22E-05
kilwa,14586,1.19E-05
kimba,90205,7.35E-05
kimbo,95544,7.79E-05
kimco,33228,2.71E-05
kimel,69554,5.67E-05
kimes,33131,2.70E-05
kimia,19158,1.56E-05
kimmi,80043,6.52E-05
kimmo,102902,8.39E-05
kimmy,244592,0.000199385
kimon,19494,1.59E-05
kimpo,15754,1.28E-05
kimya,38160,3.11E-05
kinas,16886,1.38E-05
kinch,60386,4.92E-05
kinda,5660928,0.004614634
kinde,74532,6.08E-05
kindi,21537,1.76E-05
kindl,18827,1.53E-05
kinds,34482138,0.028108896
kindt,24074,1.96E-05
kindy,42624,3.47E-05
kinen,19803,1.61E-05
kineo,17275,1.41E-05
kiner,36106,2.94E-05
kines,46172,3.76E-05
kinet,17047,1.39E-05
kinga,55169,4.50E-05
kingi,14382,1.17E-05
kingo,12889,1.05E-05
kings,14914273,0.012157707
kingz,34127,2.78E-05
kinin,22149,1.81E-05
kinit,48476,3.95E-05
kinja,1305090,0.001063874
kinji,26592,2.17E-05
kinjo,16393,1.34E-05
kinka,18925,1.54E-05
kinki,112453,9.17E-05
kinko,222877,0.000181683
kinks,824164,0.000671836
kinky,3254161,0.002652703
kinne,56662,4.62E-05
kinny,27447,2.24E-05
kinon,22639,1.85E-05
kinsk,24755,2.02E-05
kinta,28469,2.32E-05
kinte,23886,1.95E-05
kintz,16808,1.37E-05
kinyo,133290,0.000108654
kinzi,27448,2.24E-05
kiona,24260,1.98E-05
kiong,15020,1.22E-05
kiosk,1808146,0.001473951
kioti,20793,1.69E-05
kiowa,388521,0.000316712
kiper,186084,0.000151691
kipor,17166,1.40E-05
kipot,13849,1.13E-05
kippa,37691,3.07E-05
kipps,25278,2.06E-05
kippy,27577,2.25E-05
kiran,360768,0.000294088
kirby,2813914,0.002293826
kirch,79672,6.49E-05
kirdy,38171,3.11E-05
kiril,58645,4.78E-05
kirim,36161,2.95E-05
kirin,168235,0.000137141
kiris,16212,1.32E-05
kirit,13108,1.07E-05
kirja,55161,4.50E-05
kirke,93682,7.64E-05
kirks,58558,4.77E-05
kiron,65341,5.33E-05
kiros,12772,1.04E-05
kirov,202992,0.000165474
kirra,61546,5.02E-05
kirsh,45170,3.68E-05
kirsi,23268,1.90E-05
kirst,33056,2.69E-05
kirti,40699,3.32E-05
kiryu,13473,1.10E-05
kisah,18213,1.48E-05
kisan,39762,3.24E-05
kisch,14593,1.19E-05
kisco,146563,0.000119474
kiser,145531,0.000118633
kisgb,14228,1.16E-05
kisha,50836,4.14E-05
kishi,54773,4.46E-05
kisii,15698,1.28E-05
kiska,30607,2.50E-05
kiske,15986,1.30E-05
kiski,51988,4.24E-05
kisna,15193,1.24E-05
kisor,21591,1.76E-05
kissa,12787,1.04E-05
kissq,13315,1.09E-05
kisss,18866,1.54E-05
kissy,111416,9.08E-05
kista,55183,4.50E-05
kitab,105381,8.59E-05
kitai,19568,1.60E-05
kitaj,13288,1.08E-05
kitao,17240,1.41E-05
kitap,17314,1.41E-05
kitch,162915,0.000132804
kitco,19153,1.56E-05
kiten,83369,6.80E-05
kites,1202129,0.000979943
kitka,17527,1.43E-05
kitlv,13783,1.12E-05
kitna,42503,3.46E-05
kiton,100993,8.23E-05
kitta,13923,1.13E-05
kitti,23732,1.93E-05
kitto,60840,4.96E-05
kitts,4192233,0.003417394
kittu,13514,1.10E-05
kitty,6414935,0.00522928
kitwe,20831,1.70E-05
kivel,15768,1.29E-05
kivio,68229,5.56E-05
kiwis,315840,0.000257464
kizer,70668,5.76E-05
kizza,24780,2.02E-05
kizzy,19019,1.55E-05
kjaer,51564,4.20E-05
kjeld,33225,2.71E-05
kjell,198351,0.00016169
kjots,17329,1.41E-05
klaar,26189,2.13E-05
klaas,151071,0.000123149
klaes,103235,8.42E-05
klage,13627,1.11E-05
klaha,13178,1.07E-05
klahr,17760,1.45E-05
klain,18346,1.50E-05
klang,309031,0.000251914
klann,32413,2.64E-05
klant,23495,1.92E-05
klapp,24182,1.97E-05
klara,114095,9.30E-05
klare,61873,5.04E-05
klark,42443,3.46E-05
klart,68461,5.58E-05
klass,440554,0.000359128
klatt,75786,6.18E-05
klatz,14818,1.21E-05
klaus,2604818,0.002123376
klean,82951,6.76E-05
klear,611697,0.000498639
klebe,15201,1.24E-05
kleck,22805,1.86E-05
kleef,20048,1.63E-05
kleen,438214,0.00035722
kleer,28781,2.35E-05
klees,29244,2.38E-05
klegg,24664,2.01E-05
klehm,12896,1.05E-05
klehr,12748,1.04E-05
klehs,15757,1.28E-05
kleid,47676,3.89E-05
klein,8009252,0.006528923
kleis,16276,1.33E-05
klely,28299,2.31E-05
klemm,117490,9.58E-05
klemp,22812,1.86E-05
klenk,30201,2.46E-05
klerk,96883,7.90E-05
klets,108845,8.87E-05
klett,71569,5.83E-05
kleur,40992,3.34E-05
kleve,22409,1.83E-05
kleyn,12781,1.04E-05
klibc,33595,2.74E-05
klich,24061,1.96E-05
klick,268102,0.000218549
klien,81505,6.64E-05
klier,24335,1.98E-05
kliff,12918,1.05E-05
klikk,110078,8.97E-05
klima,148556,0.000121099
klimt,333404,0.000271782
kline,1151736,0.000938864
kling,309783,0.000252527
klink,167980,0.000136933
klint,63815,5.20E-05
klips,63979,5.22E-05
klisj,15269,1.24E-05
klist,23005,1.88E-05
klite,12760,1.04E-05
klmno,68572,5.59E-05
klock,77604,6.33E-05
klogd,52789,4.30E-05
klogs,21378,1.74E-05
klomp,14609,1.19E-05
klone,35469,2.89E-05
klong,134105,0.000109319
kloof,108906,8.88E-05
kloos,31473,2.57E-05
kloot,46672,3.80E-05
klopp,27100,2.21E-05
klose,194641,0.000158666
kloss,103571,8.44E-05
kloth,30072,2.45E-05
klotz,155605,0.000126845
klown,24753,2.02E-05
klubb,23397,1.91E-05
klubi,61358,5.00E-05
kluck,21791,1.78E-05
kluft,26079,2.13E-05
kluge,130258,0.000106183
klugh,39609,3.23E-05
klump,29395,2.40E-05
klunk,21305,1.74E-05
klute,50349,4.10E-05
kluth,19357,1.58E-05
klutz,195206,0.000159127
klyne,82987,6.76E-05
kmail,339496,0.000276748
kmart,606588,0.000494474
kmess,17797,1.45E-05
kmfdm,294795,0.000240309
kmfdn,30930,2.52E-05
kmidi,24395,1.99E-05
kmiec,35115,2.86E-05
knaak,31191,2.54E-05
knaap,14032,1.14E-05
knabe,62272,5.08E-05
knack,616898,0.000502878
knape,19523,1.59E-05
knapp,1078356,0.000879046
knaub,16604,1.35E-05
knaue,30816,2.51E-05
knauf,62503,5.10E-05
knaus,47171,3.85E-05
knave,149542,0.000121903
knead,235592,0.000192048
kneed,71162,5.80E-05
kneel,417602,0.000340418
kneen,20812,1.70E-05
knees,4250743,0.003465089
knell,193672,0.000157876
knelt,429464,0.000350087
knepp,14816,1.21E-05
knerr,15912,1.30E-05
knews,38023,3.10E-05
knfsd,26727,2.18E-05
knick,194588,0.000158623
knife,11297715,0.009209588
kniga,27503,2.24E-05
knihy,32050,2.61E-05
knill,61983,5.05E-05
knipe,42814,3.49E-05
knipp,26321,2.15E-05
knish,24159,1.97E-05
kniss,23248,1.90E-05
knits,687393,0.000560344
knive,58824,4.80E-05
knize,20034,1.63E-05
knobs,2151258,0.001753647
knoch,19019,1.55E-05
knock,5196013,0.004235648
knoda,16848,1.37E-05
knode,109771,8.95E-05
knoke,23998,1.96E-05
knole,17492,1.43E-05
knoll,965905,0.000787379
knoop,72196,5.89E-05
knopf,692155,0.000564226
knopp,74731,6.09E-05
knops,13345,1.09E-05
knorr,218787,0.000178349
knost,25081,2.04E-05
knots,2796342,0.002279501
knott,606535,0.000494431
knova,13647,1.11E-05
knowe,122164,9.96E-05
knowl,295972,0.000241268
knowm,13327,1.09E-05
known,86395556,0.070427294
knows,24640096,0.020085932
knowx,13776,1.12E-05
knoxx,13068,1.07E-05
kntjc,15429,1.26E-05
knupp,22263,1.81E-05
knust,23147,1.89E-05
knute,61884,5.04E-05
knuth,301480,0.000245758
knuts,18383,1.50E-05
knyfe,29423,2.40E-05
koach,24162,1.97E-05
koala,922217,0.000751766
koans,42253,3.44E-05
kobal,16234,1.32E-05
kobec,60923,4.97E-05
kobel,14253,1.16E-05
kober,42168,3.44E-05
kobes,74131,6.04E-05
kobia,19435,1.58E-05
kobie,16109,1.31E-05
koble,14863,1.21E-05
kobol,22086,1.80E-05
kobra,97668,7.96E-05
kobuk,57101,4.65E-05
kobus,69723,5.68E-05
kochi,541899,0.000441741
kocho,13465,1.10E-05
kocka,26847,2.19E-05
kocom,12951,1.06E-05
kodad,14687,1.20E-05
kodai,26741,2.18E-05
kodak,10005470,0.008156185
koden,25722,2.10E-05
koder,26439,2.16E-05
kodos,26581,2.17E-05
koehl,36810,3.00E-05
koehn,78572,6.40E-05
koele,24743,2.02E-05
koeln,390831,0.000318595
koena,13145,1.07E-05
koepi,101369,8.26E-05
koepp,42998,3.51E-05
koert,17930,1.46E-05
kofax,155714,0.000126934
koffi,29456,2.40E-05
kogal,94140,7.67E-05
kogan,255942,0.000208637
kogel,36768,3.00E-05
